电影名,导演,编剧,演员,类型,电影时长(分钟),上映时间(年),评分,票房,发行公司,制片公司
地狱之轮 第三季 Hell On Wheels Season 3,大卫·凡·安肯,乔•盖顿,"安松·蒙特,科尔姆·米尼,科曼,罗宾·麦克丽薇,Phil Burke",剧情,120,2013,8.7,0.0,暂无发行公司,暂无制片公司
派对搭讪秘诀 How to Talk to Girls at Parties,约翰·卡梅隆·米切尔,"菲里帕·格斯莱特,约翰·卡梅隆·米切尔,尼尔·盖曼","妮可·基德曼,露丝·威尔森,艾丽·范宁,斯蒂芬·坎贝尔·莫尔,马特·卢卡斯,埃拉丽卡·加拉切,汤姆·布鲁克,乔安娜·斯坎伦,艾利克斯·夏普,艾洛伊思·史密斯,乔伊·安沙,Ethan Lawrence,爱德华·派瑟布里奇,赫柏·贝尔德索尔,贾马恩·亨特,拉腊·皮克,Cohen Day,爱丽丝·桑德斯,露西·詹·穆雷,罗斯·汤姆林森,亚伯拉罕·路易斯,雷纳·加拉赫,米科·马克拉,Martin Tomlinson,安德鲁·霍顿",喜剧,102,2017,6.7,0.0,暂无发行公司,暂无制片公司
代号47 Hitman: Agent 47,亚历山大·巴赫,"斯基普·伍兹,迈克尔·芬奇","鲁伯特·弗兰德,扎克瑞·昆图,塞伦·希德,托马斯·克莱舒曼,汉娜·韦尔,丹·巴克达尔,埃米里奥·瑞弗拉,罗夫·凯尼斯,米凯拉·卡斯帕,杨颖",动作,96,2015,6.1,0.0,暂无发行公司,暂无制片公司
澳门风云 賭城風雲,王晶,王晶,"周润发,谢霆锋,杜汶泽,景甜,高虎,吴辰君,许绍雄,张晋,王敏德,沈震轩,童飞,伍允龙",喜剧,93,2014,5.7,0.0,暂无发行公司,暂无制片公司
天生是优我 第一季,华少,"罗志祥,宋柯,孟佳,孙坚,刘维,马蜀君,魏冰雪,黄思嘉,张月,曲思思,耿清清,宋芳园,李雨芯,乐靓,张欣媚,文然,强巴央珍,胡博","罗志祥,宋柯,孟佳,孙坚,刘维,马蜀君,魏冰雪,黄思嘉,张月,曲思思,耿清清,宋芳园,李雨芯,乐靓,张欣媚,文然,强巴央珍,胡博",音乐,120,2017,5.7,0.0,暂无发行公司,暂无制片公司
蝗虫大军：天降灾难 Locusts: The 8th Plague,Ian Gilmour,D.R. Rosen,"丹·考特斯,朱莉·本茨,大卫·凯斯,克里克·B·R·沃勒尔",动作,120,2005,4.8,0.0,暂无发行公司,暂无制片公司
普通女人 Una mujer fantástica,塞巴斯蒂安·莱里奥,"塞巴斯蒂安·莱里奥,刚扎洛·玛萨","丹妮拉·维加,弗朗西斯科·雷耶斯,路易斯·尼科,艾琳·库彭海姆,尼古拉斯·萨维德拉,安帕罗·诺格拉,特丽妮达·冈萨雷斯,内斯托尔·坎蒂利亚纳,亚历山德罗·高克,安东尼娅·泽格斯,塞尔吉奥·埃尔南德斯,罗伯托·法里亚斯,克里斯蒂安·查帕罗,戴安娜·卡西斯,爱德华多·帕谢罗,法比奥拉·萨莫拉,马尔西亚·塔格莱",剧情,104,2017,7.3,0.0,暂无发行公司,暂无制片公司
心之石 Hjartasteinn,古德蒙达尔·阿诺尔·古德蒙松,古德蒙达尔·阿诺尔·古德蒙松,"巴尔德尔·埃纳尔松,布勒·辛瑞克松,迪尔娅·瓦尔斯多提,卡特拉·尼亚斯多提,约妮娜·索迪斯·卡尔斯多提,兰·雷格纳斯多提,妮娜·道格·菲利普斯多提,斯温·奥拉维尔·冈纳松,娜娜·克里斯汀·马格努斯多尔,索伦·莫灵,贡纳·永松",剧情,129,2016,7.7,0.0,暂无发行公司,暂无制片公司
皇室风流史 En kongelig affære,尼科莱·阿尔赛,"尼科莱·阿尔赛,拉斯莫斯·海斯特贝格,博迪尔·斯廷森-勒斯","艾丽西亚·维坎德,麦斯·米科尔森,米克尔·福尔斯加德,崔娜·蒂虹,大卫·丹席克,托马斯·加比利尔森,赛伦·梅尔维尔,班特·梅杰汀,哈丽特·瓦尔特,劳拉·布罗,索伦·莫灵,雅各布·乌尔里克·罗曼,索伦·斯贝宁,弗雷德里克·克里斯蒂安·约翰森,约翰·德拉斯",剧情,137,2012,6.9,0.0,暂无发行公司,暂无制片公司
灵偶契约2 Brahms: The Boy II,威廉·布伦特·贝尔,史黛西·马妮尔,"凯蒂·霍尔姆斯,欧文·约曼,克里斯托弗·康夫瑞,拉尔夫·伊内森,安贾莉·杰,奥利弗·莱斯,娜塔莉·穆恩,达芙妮·霍斯金斯,乔莉·柯林斯,艾莉·金,乔安妮·金,查尔斯·贾曼",悬疑,86,2020,4.8,0.0,暂无发行公司,暂无制片公司
戏子 딴따라,洪成昌,刘英雅,"池晟,李惠利,姜敏赫,蔡贞安",喜剧,120,2016,6.4,0.0,暂无发行公司,暂无制片公司
智取威虎山,徐克,"黄建新,李杨,徐克,吴兵,董哲,林启安","张涵予,梁家辉,林更新,余男,佟丽娅,韩庚,陈晓,谢苗,吴旭东,杜奕衡,海一天,张立,释彦能,孙蛟龙,程思寒,元武,肖轶,王尧,杨一威",剧情,141,2014,7.7,88419.2,"五洲电影发行有限公司 Wuzhou Film Distribution/北京三快在线科技有限公司 Beijing Sankuai On-line Technology Co.,Ltd ","八一电影制片厂 Bayi Film Studio/万达影视传媒有限公司 Wanda Media Co., Ltd/国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT/合一影业有限公司 Heyi Pictures Co.,Ltd  /上海三次元影视传媒有限公司 Shanghai Sanciyuan Entertainment Co.,Ltd/蓝色星空影业有限公司 Dream Sky Entertainment Co.,Ltd  /博纳影视娱乐有限公司 Bona Entertainment Co.,Ltd"
宝莱坞机器人2.0：重生归来 2.0,S·尚卡尔,"杰亚莫汉,拉克希米·萨拉瓦纳库马尔,S·尚卡尔,阿巴斯·特里瓦拉","拉吉尼坎塔,阿克谢·库玛尔,艾米·杰克逊,阿迪勒·侯赛因,苏丹舒·潘迪,卡拉巴万·沙约翰,阿南特·纳拉扬·马哈德凡,梅伊尔萨米,伊莎里·加内什,凯扎德·科特瓦尔,巴拉特·雷迪,玛雅·S·克里希南",动作,148,2019,5.3,0.0,暂无发行公司,暂无制片公司
世界奇妙物语 2013年春之特别篇 世にも奇妙な物語 '13 春の特別編,铃木雅之,"小川真,ブラジリィー・アン・山田,森ハヤシ,高山直也","小栗旬,相岛一之,原干惠,檀丽,尾美利德,丸山隆平,有村架纯,佐佐木希,德井义实,大政绚",悬疑,107,2013,7.8,0.0,暂无发行公司,暂无制片公司
灼热的马鞍 Blazing Saddles,梅尔·布鲁克斯,"梅尔·布鲁克斯,Norman Steinberg,安德鲁·伯格曼,理查德·普赖尔,Alan Uger","克力文·李托,吉恩·怀尔德,斯利姆·佩金斯,哈维·科曼,玛德莲·卡恩,梅尔·布鲁克斯",喜剧,93,1974,7.3,0.0,暂无发行公司,暂无制片公司
天生一对 The Parent Trap,南希·迈耶斯,"查尔斯·谢尔,大卫·斯威夫特,埃里希·卡斯特纳,南希·迈耶斯","琳赛·洛翰,丹尼斯·奎德,娜塔莎·理查德森,伊莲·亨德里克斯,丽萨·安·沃尔特,西蒙·坤茨,罗尼·斯蒂芬斯,玛姬·惠勒",喜剧,127,1998,8.3,0.0,暂无发行公司,暂无制片公司
光荣之路 Paths of Glory,斯坦利·库布里克,"斯坦利·库布里克,卡尔德·威灵汉姆,吉姆·汤普森,Humphrey Cobb","柯克·道格拉斯,拉尔夫·米克,阿道夫·门吉欧,乔治·麦克雷迪,韦恩·莫瑞斯,理查德·安德森,乔·托克尔,克里斯蒂安妮·库布里克,Jerry Hausner,Peter Capell,埃米尔·迈耶,伯特·弗里德,Kem Dibbs,蒂莫西·凯瑞,Fred Bell,Paul Bös,赫伯特埃利斯,詹姆斯·B·哈里斯",剧情,88,1957,9.1,0.0,暂无发行公司,暂无制片公司
超感猎杀：完结特别篇 Sense8 Finale Special,拉娜·沃卓斯基,"莉莉·沃卓斯基,拉娜·沃卓斯基,J·迈克尔·斯特拉辛斯基,Alexander Hemon,David Mitchell","裴斗娜,杰米·克莱顿,蒂娜·德赛,塔彭丝·米德尔顿,马克思·雷迈特,米格尔·安赫尔·西尔维斯特,布莱恩·J·史密斯,托比·奥伍梅尔,弗莉玛·阿吉曼,帕鲁布·科里,阿方索·埃雷拉,泰伦斯·曼,达丽尔·汉纳,纳威恩·安德利维斯,奈斯鲍提斯塔,斯蒂芬·鲍克思,阿米拉·加扎拉,约书亚·格罗斯,埃伦迪拉·伊瓦拉,雅丽·乔维尔,西尔维斯特·迈可伊,Annie Munch,埃文特·斯特朗,马克斯·毛夫",剧情,151,2018,9.2,0.0,暂无发行公司,暂无制片公司
德古拉 Dracula,强尼·坎贝尔,"马克·加蒂斯,史蒂文·莫法特,布莱姆·斯托克","克拉斯·邦,约翰·赫夫南,多莉·韦尔斯,乔安娜·斯坎伦,马克·加蒂斯,莫菲德·克拉克,萨沙·达万,乔纳森·阿里斯,内森·斯图尔特-贾瑞特,琳赛·马歇尔,查内尔·克雷斯韦尔,马修·比尔德,莉迪娅·韦斯特,帕特里克·沃尔什·麦克布赖德,莉莉·多斯沃斯-埃文斯,塞缪尔·布伦金,优素福·凯尔科尔,克里夫·罗素,凯瑟琳·斯切尔,蒂利亚纳·布克丽瓦,保罗·布伦南,安得烈·拜伦,菲尔·邓斯特,安东尼·弗拉纳根,索菲亚·奥克斯纳姆,亚历克·乌特戈夫,鲁扎·里克特",剧情,120,2020,7.2,0.0,暂无发行公司,暂无制片公司
我自己的爱达荷 My Own Private Idaho,格斯·范·桑特,格斯·范·桑特,"瑞凡·菲尼克斯,基努·里维斯,詹姆斯·拉索,威廉·里克特,罗德尼·哈维,切瑞拉·凯瑟莉,迈克尔·帕克,弗利,格蕾丝·扎布里斯基,汤姆·特鲁普,乌多·基尔,萨莉·柯蒂斯,罗伯特·李·皮彻林恩,Matthew Ebert,斯科特·帕特里克·格林,Vana O'Brien,Brian Wilson,吉姆·卡维泽,Tiger Warren,Massimo Di Cataldo,Heather J. Braden,Kirsten Kuppenbender,Jesse Merz,格斯·范·桑特",剧情,104,1991,8.3,0.0,暂无发行公司,暂无制片公司
黑荆棘 Blackthorn,马特奥·希尔,Miguel Barros,"山姆·夏普德,爱德华多·诺列加,斯蒂芬·瑞,玛佳丽·索利埃,尼古拉·科斯特-瓦尔道,帕德莱克·德兰尼,多米妮克·麦克艾丽戈特",西部,102,2011,7.5,0.0,暂无发行公司,暂无制片公司
开国大典,李前宽,"张天民,张笑天,刘星,郭晨","古月,孙飞虎,黄凯,邵宏来,刘怀正,郭法曾,路希,智一桐,刘锡田,卢奇,傅学诚,祝普恭,叶庆林,肖惠芳,丁笑宜,田甬,林中华,朱德承,陈国典,石维坚,刘之冰,肖立昂,张安安,郭柏松,鲍烈,陈学刚,陈继铭,潘家鸣,申云,马尔·丁斯,张连伏,李叔廉,维尔旦,黄小立,刘龙,张启德,张奕,卞正威,蒋伯平,星海,林农,赵庆华,牛星丽,佘晨光,金安歌,蔡文宝,段炼,胡德龙,余华基,翁国钧,刘潇潇,苏德,姚茂宗,张琦军,安振吉,许守钦,李永贵,李志良,李神童,郝岩,张江山,刘健,李宪军,李宪林,张国文,刘彤彦,王兴,黄延恩,任东声,宋邦贵,韩韬,李前宽,张夷,陈雷,张敬平,热依木,阿力甫,王刚,孙贵中,王舒华,李金水,朱昌民,郭景华,李春翔,吕水平,葛石柱,李嘉斌,郑坤范,刘丁晨,张运济,王彦青,李方钧,赵戈,郭郅,赵君,崔小荣,冯家坤,梁金堂,袁宗福,金元康,秦臻,刘觉,艾春江,谭洋,宋光华,李长发,李树堪",剧情,171,1989,7.3,89.6,暂无发行公司, Changchun Film Studio
天赐之女 The Girl with All the Gifts,柯尔姆·麦卡锡,麦克·凯里,"杰玛·阿特登,格伦·克洛斯,森尼娅·纳阿,多米尼克·蒂珀,帕迪·康斯戴恩,安娜玛丽亚·玛琳卡,洛布纳·菲特斯,费塞友·阿金那德,丹尼尔·厄根,安东尼·威尔士,斯泰西·琳恩·克罗,爱丽丝·里德,泰萨·莫里斯,艾米·弗洛依德,罗斯·格林",剧情,111,2016,6.9,0.0,暂无发行公司,暂无制片公司
教父3 The Godfather: Part III,弗朗西斯·福特·科波拉,"马里奥·普佐,弗朗西斯·福特·科波拉","阿尔·帕西诺,黛安·基顿,塔莉娅·夏尔,安迪·加西亚,埃里·瓦拉赫,乔·曼特纳,乔治·汉密尔顿,布里吉特·芳达,索菲亚·科波拉,雷夫·瓦朗,弗兰克·德安布罗西奥,敦尔·当纳利,理查德·布赖特,赫尔穆特·贝格,唐·诺韦洛",剧情,170,1990,8.9,0.0,暂无发行公司,暂无制片公司
花样年华 花樣年華,王家卫,王家卫,"梁朝伟,张曼玉,潘迪华,萧炳林,张耀扬,孙佳君,钱似莺,顾锦华",剧情,98,2000,8.6,0.0,暂无发行公司,暂无制片公司
冒充者 The Imposter,巴特·雷顿,"Adam O'Brian,Anna Ruben,Ken Appledorn,Debbie Jennings,Carey Gibson,Frédéric Bourdin","Adam O'Brian,Anna Ruben,Ken Appledorn,Debbie Jennings,Carey Gibson,Frédéric Bourdin",纪录片,99,2012,7.5,0.0,暂无发行公司,暂无制片公司
坏蛋必须死,孙皓,"扈晶波,孙皓","陈柏霖,孙艺珍,乔振宇,申贤俊,张光,杨旭文,丁文博,朴哲民,关晓彤",喜剧,104,2015,6.0,4705.4,"华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/中国电影集团公司 China Film Group Corporation","北京新力量影视文化有限公司 Beijing Xinliliang Entertainment Co.,Ltd/华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd/南京大道行知文化传媒有限公司 Dongxi Dadao Xingzhi Media Co.,Ltd/华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd/合一资本 Heyi Capital/合一影业有限公司 Heyi Pictures Co.,Ltd  /福建时代众乐影业有限公司 Fujian Shidai Zhongle Film /北京鑫宝源影视投资有限公司 Beijing Xinbaoyuan Entertainment  Investment  Co.,Ltd/中国电影合作制片公司 China Film Co-Production Corporation"
阳光下的决斗 Duel in the Sun,金·维多,大卫·O·塞尔兹尼克,"丽莲·吉许,珍妮弗·琼斯,格利高里·派克,约瑟夫·科顿,莱昂纳尔·巴里摩尔,赫伯特·马歇尔",剧情,144,1946,7.5,0.0,暂无发行公司,暂无制片公司
金橘 Mandariinid,萨萨·乌鲁沙泽,萨萨·乌鲁沙泽,"连比特·乌尔夫萨克,埃尔莫·纽加农,乔治·纳卡希泽,米沙·梅斯希,赖沃·特拉斯",剧情,90,2013,8.4,0.0,暂无发行公司,暂无制片公司
西尔玛 Thelma,约阿希姆·提尔,"约阿希姆·提尔,埃斯基尔·沃格特","艾丽·哈尔博,卡雅·威尔金斯,亨瑞克·拉斐尔森,艾伦·多丽特·彼得森,格蕾特·艾特瓦,玛特·马努斯多特·索利姆,安德斯·莫索林,凡妮莎·博格利,斯泰纳尔·克鲁曼·哈勒",剧情,116,2017,6.6,0.0,暂无发行公司,暂无制片公司
悬崖,刘进,全勇先,"张嘉译,宋佳,程煜,李洪涛,咏梅,姬他,孙浩,徐程,林源,林龙麒,马丽",剧情,120,2012,8.4,0.0,暂无发行公司,暂无制片公司
都铎王朝 第二季 The Tudors Season 2,Charles McDougall,Michael Hirst,"乔纳森·莱斯·梅耶斯,亨利·卡维尔,詹姆斯·弗莱恩",剧情,120,2008,8.1,0.0,暂无发行公司,暂无制片公司
天堂之门 Heaven's Gate,迈克尔·西米诺,迈克尔·西米诺,"克里斯·克里斯托佛森,克里斯托弗·沃肯,伊莎贝尔·于佩尔,约翰·赫特,萨姆·沃特森,布拉德·道里夫,杰夫·布里吉斯,约瑟夫·科顿,米基·洛克,威廉·达福",剧情,149,1980,7.3,0.0,暂无发行公司,暂无制片公司
海棠依旧,陈力,"张法纯,周秉德","孙维民,唐国强,黄薇,卢奇,王伍福,马晓伟,李世玺,牛犇,丁柳元,杨步亭,赵力强,曾一萱,刘之冰,吴海燕,夏天,陈思,沈保平,姚兵友,林津锋,岳霄冰,张扬,徐郭紫杉,石琳,郭铁城,丁军,张建国,崔根栓,苏丽,赵小川,陈锐,于子健,祝新运,王国栋,王健,邵晓薇,赵晓明,张会中,王伯昭,郝岩,丁勇岱,郭东文,徐玉峰,郝超,张希才,陈奇,冯凡,Randell,刘自强,林玉佳,亚历山大·巴甫洛夫,逯长恩,万思维,曹操,lsabeL,初星一,Praihirun Marttra,于又川,张帆,吕一丁,郑强,许丕一,王笑龙,张梦星,侯祥玲,王振利,伊娜,刘袖杰,罗情怡,李昕芮,Burnett Frances Aisika,Wongboonmark Phanukorn,韩占勇,吴阳,啜二勇,周旭奇,王艺禅,田景山,王广智,蒋依依,张乐天,阿丽亚,王鹏,吕毅,侯静萱,马崇乐,George ricketts,李杨,康馥麟,傅方俊,全奕丞,吴昊,姜雯雯,高志强,乔治,宋晓英,马跃,王朝,郑玉,蔡丽萍,袁霞,成国栋,王淑琴,薛淑杰,刘翰秦,杨彤,米乐",剧情,120,2016,8.7,0.0,暂无发行公司,"河北电影电视剧制作中心 Hebei Film and TV Production Center/中央电视台 China Central Television /八一电影制片厂 Bayi Film Studio/幸福蓝海影视文化集团股份有限公司 Omnijoi Media Corporation Co.,Ltd/北京金璇文化交流有限责任公司 Beijing JinXuan culture communication Co., LTD"
鹿鼎记,于敏,"高大庸,郎雪枫,黄永辉,康峰,高蓉蓉","黄晓明,何琢言,钟汉良,宁静,应采儿,舒畅,刘孜,刘芸,祝延平,徐锦江,李菲儿",喜剧,120,2008,5.5,0.0,暂无发行公司,"浙江华策影视股份有限公司  Zhejiang Huace Film &amp; TV Co., Ltd/长宏影视股份有限公司 Chang-Hong Channel Film&amp;Video Co,Ltd "
德州长子 第二季 The Son Season 2,凯文·唐林,"布莱恩·麦克格瑞卫,Philipp Meyer,Lee Shipman","皮尔斯·布鲁斯南,雅库布·洛弗兰德,亨利·加勒特,葆拉·努涅斯,谢恩·格雷厄姆,西德妮.卢卡斯,大卫·苏利文,Dennis Alcorn,Caleb Burgess,Jonathan Flanders,Earl Nottingham,Cervantes Reck",剧情,120,2019,8.4,0.0,暂无发行公司,暂无制片公司
误杀,柯汶利,"杨薇薇,翟培,李鹏,范凯华,秦语谦,雷声","肖央,谭卓,陈冲,姜皓文,秦沛,边天扬,许文姗,张熙然,施名帅,黄健玮",剧情,112,2019,7.7,120793.5,中国电影集团公司,暂无制片公司
经常请吃饭的漂亮姐姐 밥 잘 사주는 예쁜 누나,安畔锡,金恩,"孙艺珍,丁海寅,李珠英,吴龙,魏化儁,李昶勋,吴万锡,张元亨,金钟泰,郑幼贞,李和龙,徐正妍,朴赫权,张素妍,吉海妍,尹钟硕",剧情,120,2018,7.6,0.0,暂无发行公司,暂无制片公司
星游记之风暴法米拉,胡一泊,刘磊,"陶典,小连杀,山新,宝木中阳,边江,图特哈蒙,曹云图,李铫,杨天翔,郭盛,阎萌萌,幽舞越山,佟心竹,皇贞季,藤新,邢凯新,叮当,姜广涛",动作,69,2017,7.5,0.0,暂无发行公司,暂无制片公司
观相 관상,韩在林,"金东赫,韩在林","宋康昊,李政宰,白润植,曹政奭,李钟硕,金惠秀,金义城,郑圭洙,蔡相宇,李润健,刘尚宰,李奎炯,金太祐,高昌锡",剧情,139,2013,7.3,0.0,暂无发行公司,暂无制片公司
驯龙高手番外篇：龙的礼物 Dragons: Gift of the Night Fury,汤姆·欧文斯,"亚当·F·戈德堡,葛蕾熙达·柯维尔","杰伊·巴鲁切尔,杰拉德·巴特勒,克雷格·费格森,亚美莉卡·费雷拉,乔纳·希尔,克里斯托夫·梅兹-普莱瑟,T·J·米勒,克里斯汀·韦格",动画,22,2011,8.5,0.0,暂无发行公司,暂无制片公司
虎啸龙吟,张永新,常江,"吴秀波,刘涛,李晨,张钧甯,唐艺昕,王洛勇,刘欢,王东,肖顺尧,檀健次,来喜,陆思宇,章贺,杜奕衡,褚栓忠,张天阳,刘凌志,刘岳,赵寰宇,阎汶宣,程诚,陆妍淇,丁海峰,卢星宇",剧情,120,2017,8.4,0.0,暂无发行公司,暂无制片公司
西镇警魂 第五季 Longmire Season 5,J·迈克尔·穆罗,"亨特·鲍德温,约翰·卡沃尼","罗伯特·泰勒,凯缇·萨克霍夫,卢·戴蒙德·菲利普斯,卡西迪·弗里曼,斯特灵·比尤芒,理查德·比尔",剧情,120,2016,8.5,0.0,暂无发行公司,暂无制片公司
明日世界 Tomorrowland,布拉德·伯德,"布拉德·伯德,达蒙·林德洛夫,杰夫·詹森","布丽特·罗伯森,乔治·克鲁尼,拉菲·卡西迪,休·劳瑞,托马斯·罗宾逊,皮尔斯·加格农,蒂姆·麦格罗,朱迪·格雷尔,凯瑟琳·哈恩,科甘-迈克尔·凯,洛奇林·莫罗,阿莉娅·奥伯里恩,达伦·萨赫拉维,迈克尔·罗,克里斯·鲍尔,莫妮卡·甘德顿,保罗·麦克吉莱恩,艾米·伊斯特尔,杰迪代亚·古达克,马库斯·罗斯纳,马修·麦考尔,克林特·卡尔顿",动作,130,2015,6.3,0.0,暂无发行公司,暂无制片公司
白雪公主与猎人 Snow White and the Huntsman,鲁伯特·桑德斯,"埃文·达赫迪,霍辛·阿米尼,约翰·李·汉考克","克里斯·海姆斯沃斯,克里斯汀·斯图尔特,查理兹·塞隆,山姆·克拉弗林,萨姆·斯普卢尔 ,伊恩·麦柯肖恩,鲍勃·霍斯金斯,雷·温斯顿,埃迪·马森,莉莉·科尔,尼克·弗罗斯特,托比·琼斯",动作,127,2012,5.5,0.0,暂无发行公司,暂无制片公司
